inst#,actual,predicted,error,prediction
46408,1:1,1:1,,0.844
46409,2:0,2:0,,0.65
46410,2:0,2:0,,0.974
46411,2:0,2:0,,0.9
46412,2:0,2:0,,0.97
46413,2:0,2:0,,0.65
46414,2:0,2:0,,0.906
46415,2:0,2:0,,0.951
46416,2:0,2:0,,0.868
46417,2:0,2:0,,0.959
46418,2:0,2:0,,0.952
46419,2:0,2:0,,0.833
46420,1:1,2:0,+,0.653
46421,1:1,2:0,+,0.736
46422,1:1,1:1,,0.841
46423,2:0,2:0,,0.651
46424,2:0,2:0,,0.821
46425,2:0,2:0,,0.644
46426,2:0,2:0,,0.843
46427,2:0,2:0,,0.731
46428,2:0,2:0,,0.795
46429,1:1,2:0,+,0.653
46430,1:1,2:0,+,0.635
46431,1:1,2:0,+,0.672
46432,2:0,1:1,+,0.838
46433,2:0,1:1,+,0.53
46434,2:0,2:0,,0.73
46435,2:0,2:0,,0.783
46436,2:0,1:1,+,0.67
46437,2:0,2:0,,0.881
46438,2:0,2:0,,0.873
46439,2:0,2:0,,0.871
46440,2:0,2:0,,0.891
46441,2:0,2:0,,0.879
46442,2:0,2:0,,0.907
46443,2:0,2:0,,0.98
46444,2:0,2:0,,0.986
46445,2:0,2:0,,0.827
46446,2:0,2:0,,0.607
46447,2:0,2:0,,0.941
46448,2:0,2:0,,0.623
46449,2:0,2:0,,0.616
46450,2:0,2:0,,0.79
46451,2:0,2:0,,0.68
46452,2:0,2:0,,0.895
46453,2:0,2:0,,0.852
46454,2:0,2:0,,0.811
46455,2:0,2:0,,0.842
46456,2:0,2:0,,0.812
46457,2:0,2:0,,0.852
46458,2:0,1:1,+,0.733
46459,2:0,2:0,,0.888
46460,2:0,2:0,,0.69
46461,2:0,2:0,,0.68
46462,2:0,2:0,,0.839
46463,2:0,2:0,,0.899
46464,2:0,2:0,,0.916
46465,2:0,2:0,,0.91
46466,2:0,1:1,+,0.504
46467,2:0,2:0,,0.643
46468,2:0,2:0,,0.614
46469,2:0,2:0,,0.665
46470,2:0,2:0,,0.738
46471,2:0,2:0,,0.574
46472,2:0,1:1,+,0.537
46473,2:0,1:1,+,0.725
46474,2:0,1:1,+,0.54
46475,2:0,1:1,+,0.843
46476,2:0,1:1,+,0.791
46477,2:0,2:0,,0.577
46478,2:0,1:1,+,0.829
46479,2:0,2:0,,0.795
46480,2:0,1:1,+,0.539
46481,2:0,1:1,+,0.726
46482,2:0,1:1,+,0.718
46483,2:0,1:1,+,0.752
46484,2:0,1:1,+,0.687
46485,2:0,1:1,+,0.633
46486,2:0,1:1,+,0.83
46487,2:0,1:1,+,0.679
46488,2:0,1:1,+,0.84
46489,2:0,2:0,,0.544
46490,2:0,1:1,+,0.836
46491,2:0,2:0,,0.615
46492,2:0,2:0,,0.802
46493,2:0,2:0,,0.851
46494,2:0,2:0,,0.796
46495,2:0,2:0,,0.608
46496,2:0,1:1,+,0.663
46497,2:0,1:1,+,0.78
46498,2:0,1:1,+,0.732
46499,2:0,1:1,+,0.705
46500,2:0,1:1,+,0.751
46501,2:0,1:1,+,0.842
46502,2:0,1:1,+,0.843
46503,2:0,1:1,+,0.817
46504,2:0,2:0,,0.674
46505,2:0,1:1,+,0.642
46506,2:0,2:0,,0.732
46507,2:0,1:1,+,0.714
46508,2:0,2:0,,0.623
46509,2:0,2:0,,0.645
46510,2:0,1:1,+,0.716
46511,2:0,1:1,+,0.843
46512,2:0,1:1,+,0.812
46513,2:0,1:1,+,0.823
46514,2:0,1:1,+,0.817
46515,2:0,1:1,+,0.825
46516,2:0,1:1,+,0.814
46517,2:0,1:1,+,0.824
46518,2:0,1:1,+,0.831
46519,2:0,2:0,,0.619
46520,2:0,1:1,+,0.838
46521,2:0,1:1,+,0.844
46522,2:0,1:1,+,0.843
46523,2:0,1:1,+,0.838
46524,2:0,1:1,+,0.842
46525,2:0,1:1,+,0.606
46526,2:0,2:0,,0.643
46527,2:0,1:1,+,0.81
46528,2:0,1:1,+,0.842
46529,2:0,1:1,+,0.807
46530,2:0,1:1,+,0.825
46531,2:0,1:1,+,0.826
46532,2:0,1:1,+,0.824
46533,2:0,1:1,+,0.817
46534,2:0,1:1,+,0.83
46535,2:0,1:1,+,0.824
46536,2:0,2:0,,0.616
46537,2:0,2:0,,0.639
46538,2:0,1:1,+,0.804
46539,2:0,1:1,+,0.844
46540,2:0,1:1,+,0.843
46541,2:0,1:1,+,0.84
46542,2:0,1:1,+,0.841
46543,2:0,2:0,,0.646
46544,2:0,1:1,+,0.56
46545,2:0,2:0,,0.646
46546,2:0,1:1,+,0.734
46547,2:0,1:1,+,0.843
46548,2:0,1:1,+,0.812
46549,2:0,1:1,+,0.824
46550,2:0,1:1,+,0.822
46551,2:0,1:1,+,0.825
46552,2:0,1:1,+,0.813
46553,2:0,1:1,+,0.828
46554,2:0,1:1,+,0.827
46555,2:0,2:0,,0.634
46556,2:0,1:1,+,0.797
46557,2:0,1:1,+,0.845
46558,2:0,1:1,+,0.843
46559,2:0,1:1,+,0.84
46560,2:0,1:1,+,0.842
46561,2:0,1:1,+,0.621
46562,2:0,2:0,,0.645
46563,2:0,1:1,+,0.705
46564,2:0,1:1,+,0.843
46565,2:0,1:1,+,0.81
46566,2:0,1:1,+,0.823
46567,2:0,1:1,+,0.823
46568,2:0,1:1,+,0.821
46569,2:0,1:1,+,0.819
46570,2:0,1:1,+,0.828
46571,2:0,1:1,+,0.822
46572,2:0,2:0,,0.629
46573,2:0,1:1,+,0.841
46574,2:0,1:1,+,0.844
46575,2:0,1:1,+,0.842
46576,2:0,1:1,+,0.84
46577,2:0,1:1,+,0.841
46578,2:0,1:1,+,0.631
46579,2:0,2:0,,0.644
46580,2:0,1:1,+,0.794
46581,2:0,1:1,+,0.842
46582,2:0,1:1,+,0.807
46583,2:0,1:1,+,0.823
46584,2:0,1:1,+,0.818
46585,2:0,1:1,+,0.828
46586,2:0,1:1,+,0.817
46587,2:0,1:1,+,0.826
46588,2:0,1:1,+,0.823
46589,2:0,2:0,,0.629
46590,2:0,1:1,+,0.822
46591,2:0,1:1,+,0.845
46592,2:0,1:1,+,0.842
46593,2:0,1:1,+,0.84
46594,2:0,1:1,+,0.842
46595,2:0,1:1,+,0.631
46596,2:0,2:0,,0.644
46597,2:0,1:1,+,0.816
46598,2:0,1:1,+,0.841
46599,2:0,1:1,+,0.797
46600,2:0,1:1,+,0.821
46601,2:0,1:1,+,0.819
46602,2:0,1:1,+,0.818
46603,2:0,1:1,+,0.816
46604,2:0,1:1,+,0.825
46605,2:0,1:1,+,0.824
46606,2:0,2:0,,0.64
46607,2:0,2:0,,0.751
46608,2:0,1:1,+,0.817
46609,2:0,1:1,+,0.844
46610,2:0,1:1,+,0.842
46611,2:0,1:1,+,0.84
46612,2:0,1:1,+,0.841
46613,2:0,1:1,+,0.648
46614,2:0,1:1,+,0.844
46615,2:0,1:1,+,0.549
46616,2:0,1:1,+,0.638
46617,2:0,1:1,+,0.805
46618,2:0,1:1,+,0.821
46619,2:0,1:1,+,0.818
46620,2:0,1:1,+,0.823
46621,2:0,1:1,+,0.815
46622,2:0,1:1,+,0.822
46623,2:0,1:1,+,0.823
46624,2:0,2:0,,0.63
46625,2:0,1:1,+,0.827
46626,2:0,1:1,+,0.845
46627,2:0,1:1,+,0.842
46628,2:0,1:1,+,0.84
46629,2:0,1:1,+,0.841
46630,2:0,1:1,+,0.633
46631,2:0,2:0,,0.648
46632,2:0,1:1,+,0.758
46633,2:0,1:1,+,0.843
46634,2:0,1:1,+,0.8
46635,2:0,1:1,+,0.817
46636,2:0,1:1,+,0.816
46637,2:0,1:1,+,0.821
46638,2:0,1:1,+,0.793
46639,2:0,1:1,+,0.816
46640,2:0,1:1,+,0.816
46641,2:0,2:0,,0.638
46642,2:0,2:0,,0.644
46643,2:0,1:1,+,0.822
46644,2:0,1:1,+,0.844
46645,2:0,1:1,+,0.841
46646,2:0,1:1,+,0.838
46647,2:0,1:1,+,0.84
46648,2:0,1:1,+,0.633
46649,2:0,2:0,,0.647
46650,2:0,1:1,+,0.726
46651,2:0,1:1,+,0.843
46652,2:0,1:1,+,0.799
46653,2:0,1:1,+,0.816
46654,2:0,1:1,+,0.815
46655,2:0,1:1,+,0.82
46656,2:0,1:1,+,0.808
46657,2:0,1:1,+,0.821
46658,2:0,1:1,+,0.82
46659,2:0,2:0,,0.653
46660,2:0,1:1,+,0.843
46661,2:0,1:1,+,0.844
46662,2:0,1:1,+,0.842
46663,2:0,1:1,+,0.838
46664,2:0,1:1,+,0.841
46665,2:0,1:1,+,0.644
46666,2:0,2:0,,0.646
46667,2:0,2:0,,0.708
46668,2:0,1:1,+,0.815
46669,2:0,1:1,+,0.722
46670,2:0,1:1,+,0.797
46671,2:0,1:1,+,0.813
46672,2:0,1:1,+,0.813
46673,2:0,1:1,+,0.818
46674,2:0,1:1,+,0.808
46675,2:0,1:1,+,0.823
46676,2:0,1:1,+,0.808
46677,2:0,2:0,,0.635
46678,2:0,1:1,+,0.83
46679,2:0,1:1,+,0.845
46680,2:0,1:1,+,0.841
46681,2:0,1:1,+,0.838
46682,2:0,1:1,+,0.84
46683,2:0,1:1,+,0.65
46684,2:0,2:0,,0.645
46685,2:0,2:0,,0.697
46686,2:0,1:1,+,0.794
46687,2:0,1:1,+,0.768
46688,2:0,1:1,+,0.782
46689,2:0,1:1,+,0.812
46690,2:0,1:1,+,0.81
46691,2:0,1:1,+,0.81
46692,2:0,1:1,+,0.796
46693,2:0,1:1,+,0.817
46694,2:0,1:1,+,0.81
46695,2:0,2:0,,0.636
46696,2:0,1:1,+,0.824
46697,2:0,1:1,+,0.845
46698,2:0,1:1,+,0.84
46699,2:0,1:1,+,0.835
46700,2:0,1:1,+,0.84
46701,2:0,1:1,+,0.652
46702,2:0,2:0,,0.65
46703,2:0,1:1,+,0.768
46704,2:0,1:1,+,0.84
46705,2:0,1:1,+,0.791
46706,2:0,1:1,+,0.81
46707,2:0,1:1,+,0.811
46708,2:0,1:1,+,0.805
46709,2:0,1:1,+,0.793
46710,2:0,1:1,+,0.815
46711,2:0,1:1,+,0.811
46712,2:0,2:0,,0.647
46713,2:0,2:0,,0.719
46714,2:0,2:0,,0.786
46715,2:0,1:1,+,0.726
46716,2:0,1:1,+,0.844
46717,2:0,1:1,+,0.841
46718,2:0,1:1,+,0.836
46719,2:0,1:1,+,0.84
46720,2:0,1:1,+,0.647
46721,2:0,2:0,,0.65
46722,2:0,1:1,+,0.782
46723,2:0,1:1,+,0.842
46724,2:0,1:1,+,0.777
46725,2:0,1:1,+,0.798
46726,2:0,1:1,+,0.792
46727,2:0,1:1,+,0.816
46728,2:0,1:1,+,0.801
46729,2:0,1:1,+,0.815
46730,2:0,1:1,+,0.802
46731,2:0,2:0,,0.656
46732,2:0,1:1,+,0.817
46733,2:0,1:1,+,0.845
46734,2:0,1:1,+,0.841
46735,2:0,1:1,+,0.836
46736,2:0,1:1,+,0.839
46737,2:0,1:1,+,0.651
46738,2:0,2:0,,0.647
46739,2:0,1:1,+,0.553
46740,2:0,1:1,+,0.841
46741,2:0,1:1,+,0.785
46742,2:0,1:1,+,0.805
46743,2:0,1:1,+,0.794
46744,2:0,1:1,+,0.812
46745,2:0,1:1,+,0.796
46746,2:0,1:1,+,0.813
46747,2:0,1:1,+,0.812
46748,2:0,2:0,,0.646
46749,2:0,1:1,+,0.822
46750,2:0,1:1,+,0.845
46751,2:0,1:1,+,0.839
46752,2:0,1:1,+,0.835
46753,2:0,1:1,+,0.839
46754,2:0,1:1,+,0.646
46755,2:0,1:1,+,0.844
46756,2:0,1:1,+,0.811
46757,2:0,1:1,+,0.769
46758,2:0,1:1,+,0.804
46759,2:0,1:1,+,0.801
46760,2:0,1:1,+,0.81
46761,2:0,1:1,+,0.782
46762,2:0,1:1,+,0.81
46763,2:0,1:1,+,0.802
46764,2:0,2:0,,0.644
46765,2:0,1:1,+,0.817
46766,2:0,1:1,+,0.845
46767,2:0,1:1,+,0.84
46768,2:0,1:1,+,0.834
46769,2:0,1:1,+,0.838
46770,2:0,1:1,+,0.649
46771,2:0,2:0,,0.648
46772,2:0,1:1,+,0.737
46773,2:0,1:1,+,0.843
46774,2:0,1:1,+,0.762
46775,2:0,1:1,+,0.792
46776,2:0,1:1,+,0.798
46777,2:0,1:1,+,0.806
46778,2:0,1:1,+,0.804
46779,2:0,1:1,+,0.805
46780,2:0,1:1,+,0.799
46781,2:0,2:0,,0.653
46782,2:0,1:1,+,0.752
46783,2:0,1:1,+,0.845
46784,2:0,1:1,+,0.838
46785,2:0,1:1,+,0.834
46786,2:0,1:1,+,0.836
46787,2:0,1:1,+,0.62
46788,2:0,2:0,,0.648
46789,2:0,2:0,,0.742
46790,2:0,1:1,+,0.648
46791,2:0,1:1,+,0.814
46792,2:0,1:1,+,0.76
46793,2:0,1:1,+,0.797
46794,2:0,1:1,+,0.798
46795,2:0,1:1,+,0.803
46796,2:0,1:1,+,0.761
46797,2:0,1:1,+,0.795
46798,2:0,1:1,+,0.803
46799,2:0,2:0,,0.653
46800,2:0,2:0,,0.774
46801,2:0,1:1,+,0.708
46802,2:0,1:1,+,0.845
46803,2:0,1:1,+,0.839
46804,2:0,1:1,+,0.833
46805,2:0,1:1,+,0.838
46806,2:0,1:1,+,0.631
46807,2:0,2:0,,0.65
46808,2:0,1:1,+,0.795
46809,2:0,1:1,+,0.839
46810,2:0,1:1,+,0.771
46811,2:0,1:1,+,0.795
46812,2:0,1:1,+,0.796
46813,2:0,1:1,+,0.798
46814,2:0,1:1,+,0.773
46815,2:0,1:1,+,0.803
46816,2:0,1:1,+,0.793
46817,2:0,2:0,,0.653
46818,2:0,1:1,+,0.737
46819,2:0,1:1,+,0.845
46820,2:0,1:1,+,0.839
46821,2:0,1:1,+,0.833
46822,2:0,1:1,+,0.837
46823,2:0,1:1,+,0.618
46824,2:0,2:0,,0.649
46825,2:0,2:0,,0.743
46826,2:0,1:1,+,0.599
46827,2:0,1:1,+,0.839
46828,2:0,1:1,+,0.767
46829,2:0,1:1,+,0.793
46830,2:0,1:1,+,0.776
46831,2:0,1:1,+,0.798
46832,2:0,1:1,+,0.783
46833,2:0,1:1,+,0.806
46834,2:0,1:1,+,0.79
46835,2:0,2:0,,0.651
46836,2:0,1:1,+,0.835
46837,2:0,1:1,+,0.844
46838,2:0,1:1,+,0.837
46839,2:0,1:1,+,0.828
46840,2:0,1:1,+,0.837
46841,2:0,1:1,+,0.612
46842,2:0,2:0,,0.65
46843,2:0,1:1,+,0.803
46844,2:0,1:1,+,0.837
46845,2:0,1:1,+,0.761
46846,2:0,1:1,+,0.79
46847,2:0,1:1,+,0.786
46848,2:0,1:1,+,0.797
46849,2:0,1:1,+,0.792
46850,2:0,1:1,+,0.796
46851,2:0,1:1,+,0.787
46852,2:0,1:1,+,0.83
46853,2:0,1:1,+,0.845
46854,2:0,1:1,+,0.839
46855,2:0,1:1,+,0.83
46856,2:0,1:1,+,0.836
46857,2:0,1:1,+,0.601
46858,2:0,2:0,,0.652
46859,2:0,1:1,+,0.634
46860,2:0,1:1,+,0.843
46861,2:0,1:1,+,0.757
46862,2:0,1:1,+,0.787
46863,2:0,1:1,+,0.784
46864,2:0,1:1,+,0.792
46865,2:0,1:1,+,0.761
46866,2:0,1:1,+,0.804
46867,2:0,1:1,+,0.792
46868,2:0,2:0,,0.655
46869,2:0,1:1,+,0.638
46870,2:0,1:1,+,0.845
46871,2:0,1:1,+,0.838
46872,2:0,1:1,+,0.829
46873,2:0,1:1,+,0.835
46874,2:0,1:1,+,0.565
46875,2:0,2:0,,0.652
46876,2:0,1:1,+,0.589
46877,2:0,1:1,+,0.844
46878,2:0,1:1,+,0.757
46879,2:0,1:1,+,0.768
46880,2:0,1:1,+,0.781
46881,2:0,1:1,+,0.79
46882,2:0,1:1,+,0.773
46883,2:0,1:1,+,0.79
46884,2:0,1:1,+,0.784
46885,2:0,2:0,,0.658
46886,2:0,1:1,+,0.753
46887,2:0,1:1,+,0.845
46888,2:0,1:1,+,0.837
46889,2:0,1:1,+,0.828
46890,2:0,1:1,+,0.835
46891,2:0,1:1,+,0.579
46892,2:0,2:0,,0.651
46893,2:0,1:1,+,0.657
46894,2:0,1:1,+,0.842
46895,2:0,1:1,+,0.752
46896,2:0,1:1,+,0.778
46897,2:0,1:1,+,0.764
46898,2:0,1:1,+,0.786
46899,2:0,1:1,+,0.769
46900,2:0,1:1,+,0.787
46901,2:0,1:1,+,0.777
46902,2:0,2:0,,0.657
46903,2:0,1:1,+,0.832
46904,2:0,1:1,+,0.844
46905,2:0,1:1,+,0.837
46906,2:0,1:1,+,0.827
46907,2:0,1:1,+,0.831
46908,2:0,1:1,+,0.558
46909,2:0,2:0,,0.651
46910,2:0,2:0,,0.814
46911,2:0,1:1,+,0.69
46912,2:0,1:1,+,0.779
46913,2:0,1:1,+,0.728
46914,2:0,1:1,+,0.777
46915,2:0,1:1,+,0.775
46916,2:0,1:1,+,0.794
46917,2:0,1:1,+,0.763
46918,2:0,1:1,+,0.788
46919,2:0,1:1,+,0.793
46920,2:0,1:1,+,0.824
46921,2:0,1:1,+,0.845
46922,2:0,1:1,+,0.837
46923,2:0,1:1,+,0.83
46924,2:0,1:1,+,0.833
46925,2:0,1:1,+,0.554
46926,2:0,2:0,,0.65
46927,2:0,1:1,+,0.673
46928,2:0,1:1,+,0.842
46929,2:0,1:1,+,0.74
46930,2:0,1:1,+,0.775
46931,2:0,1:1,+,0.772
46932,2:0,1:1,+,0.782
46933,2:0,1:1,+,0.765
46934,2:0,1:1,+,0.796
46935,2:0,1:1,+,0.77
46936,2:0,2:0,,0.666
46937,2:0,1:1,+,0.837
46938,2:0,1:1,+,0.844
46939,2:0,1:1,+,0.838
46940,2:0,1:1,+,0.826
46941,2:0,1:1,+,0.833
46942,2:0,1:1,+,0.594
46943,2:0,2:0,,0.642
46944,2:0,2:0,,0.835
46945,2:0,2:0,,0.832
46946,2:0,2:0,,0.857
46947,2:0,2:0,,0.859
46948,2:0,1:1,+,0.647
46949,2:0,2:0,,0.609
46950,2:0,2:0,,0.738
46951,2:0,2:0,,0.759
46952,2:0,2:0,,0.833
46953,2:0,2:0,,0.72
46954,2:0,1:1,+,0.742
46955,2:0,1:1,+,0.839
46956,2:0,1:1,+,0.627
46957,1:1,1:1,,0.845
46958,1:1,1:1,,0.781
46959,2:0,1:1,+,0.81
46960,2:0,2:0,,0.865
46961,2:0,1:1,+,0.55
46962,2:0,1:1,+,0.613
46963,2:0,1:1,+,0.564
46964,2:0,1:1,+,0.618
46965,2:0,1:1,+,0.554
46966,2:0,1:1,+,0.621
46967,1:1,1:1,,0.799
46968,1:1,1:1,,0.576
46969,1:1,1:1,,0.81
46970,1:1,2:0,+,0.754
46971,2:0,1:1,+,0.844
46972,2:0,2:0,,0.766
46973,2:0,2:0,,0.869
46974,2:0,2:0,,0.879
46975,2:0,2:0,,0.867
46976,2:0,2:0,,0.796
46977,2:0,1:1,+,0.585
46978,2:0,1:1,+,0.644
46979,2:0,1:1,+,0.591
46980,2:0,1:1,+,0.591
46981,2:0,1:1,+,0.62
46982,1:1,1:1,,0.831
46983,1:1,1:1,,0.835
46984,1:1,1:1,,0.702
46985,1:1,2:0,+,0.831
46986,1:1,1:1,,0.525
46987,1:1,2:0,+,0.862
46988,1:1,1:1,,0.536
46989,1:1,2:0,+,0.824
46990,2:0,2:0,,0.652
46991,2:0,1:1,+,0.661
46992,2:0,1:1,+,0.837
46993,2:0,1:1,+,0.695
46994,2:0,1:1,+,0.717
46995,2:0,1:1,+,0.739
46996,2:0,1:1,+,0.74
46997,2:0,1:1,+,0.71
46998,2:0,1:1,+,0.741
46999,2:0,1:1,+,0.706
47000,1:1,2:0,+,0.689
47001,1:1,1:1,,0.835
47002,1:1,1:1,,0.843
47003,1:1,1:1,,0.831
47004,1:1,1:1,,0.795
47005,1:1,1:1,,0.823
47006,1:1,2:0,+,0.622
47007,2:0,2:0,,0.653
47008,2:0,2:0,,0.861
47009,2:0,1:1,+,0.659
47010,2:0,1:1,+,0.749
47011,2:0,1:1,+,0.7
47012,2:0,1:1,+,0.702
47013,2:0,1:1,+,0.722
47014,2:0,1:1,+,0.741
47015,2:0,1:1,+,0.718
47016,2:0,1:1,+,0.746
47017,2:0,1:1,+,0.723
47018,1:1,2:0,+,0.698
47019,1:1,1:1,,0.744
47020,1:1,1:1,,0.844
47021,1:1,1:1,,0.831
47022,1:1,1:1,,0.798
47023,1:1,1:1,,0.824
47024,1:1,2:0,+,0.63
47025,2:0,2:0,,0.652
47026,2:0,1:1,+,0.672
47027,2:0,1:1,+,0.838
47028,2:0,1:1,+,0.693
47029,2:0,1:1,+,0.716
47030,2:0,1:1,+,0.735
47031,2:0,1:1,+,0.736
47032,2:0,1:1,+,0.713
47033,2:0,1:1,+,0.737
47034,2:0,1:1,+,0.725
47035,1:1,2:0,+,0.703
47036,1:1,2:0,+,0.737
47037,1:1,1:1,,0.663
47038,1:1,1:1,,0.841
47039,1:1,1:1,,0.814
47040,1:1,1:1,,0.819
47041,1:1,1:1,,0.816
47042,1:1,2:0,+,0.642
47043,2:0,2:0,,0.651
47044,2:0,2:0,,0.749
47045,2:0,1:1,+,0.594
47046,2:0,1:1,+,0.713
47047,2:0,1:1,+,0.688
47048,2:0,1:1,+,0.711
47049,2:0,1:1,+,0.731
47050,2:0,1:1,+,0.732
47051,2:0,1:1,+,0.702
47052,2:0,1:1,+,0.84
47053,1:1,2:0,+,0.698
47054,1:1,1:1,,0.829
47055,1:1,1:1,,0.843
47056,1:1,1:1,,0.819
47057,1:1,1:1,,0.801
47058,1:1,1:1,,0.82
47059,1:1,2:0,+,0.666
47060,2:0,2:0,,0.652
47061,2:0,1:1,+,0.641
47062,2:0,1:1,+,0.837
47063,2:0,1:1,+,0.686
47064,2:0,1:1,+,0.706
47065,2:0,1:1,+,0.705
47066,2:0,1:1,+,0.729
47067,2:0,1:1,+,0.675
47068,1:1,2:0,+,0.647
47069,1:1,1:1,,0.653
47070,1:1,1:1,,0.844
47071,1:1,1:1,,0.819
47072,1:1,1:1,,0.808
47073,1:1,1:1,,0.818
47074,1:1,2:0,+,0.689
47075,2:0,2:0,,0.653
47076,2:0,2:0,,0.856
47077,2:0,2:0,,0.874
47078,2:0,1:1,+,0.579
47079,2:0,1:1,+,0.76
47080,2:0,1:1,+,0.662
47081,2:0,1:1,+,0.703
47082,2:0,1:1,+,0.702
47083,2:0,1:1,+,0.724
47084,2:0,1:1,+,0.693
47085,2:0,1:1,+,0.706
47086,2:0,1:1,+,0.71
47087,1:1,2:0,+,0.702
47088,1:1,1:1,,0.731
47089,1:1,1:1,,0.844
47090,1:1,1:1,,0.82
47091,1:1,1:1,,0.797
47092,1:1,1:1,,0.817
47093,1:1,2:0,+,0.671
47094,2:0,2:0,,0.652
47095,2:0,2:0,,0.87
47096,2:0,1:1,+,0.651
47097,2:0,1:1,+,0.78
47098,2:0,1:1,+,0.658
47099,2:0,1:1,+,0.698
47100,2:0,1:1,+,0.718
47101,2:0,1:1,+,0.714
47102,2:0,1:1,+,0.694
47103,2:0,1:1,+,0.699
47104,2:0,1:1,+,0.704
47105,1:1,2:0,+,0.715
47106,1:1,2:0,+,0.897
47107,1:1,2:0,+,0.839
47108,1:1,2:0,+,0.839
47109,1:1,2:0,+,0.932
47110,1:1,1:1,,0.836
47111,1:1,1:1,,0.819
47112,1:1,1:1,,0.792
47113,1:1,1:1,,0.815
47114,1:1,2:0,+,0.684
47115,2:0,2:0,,0.653
47116,2:0,1:1,+,0.566
47117,2:0,1:1,+,0.835
47118,2:0,1:1,+,0.656
47119,2:0,1:1,+,0.673
47120,2:0,1:1,+,0.705
47121,2:0,1:1,+,0.7
47122,2:0,1:1,+,0.655
47123,2:0,1:1,+,0.732
47124,2:0,1:1,+,0.691
47125,1:1,2:0,+,0.708
47126,1:1,1:1,,0.826
47127,1:1,1:1,,0.842
47128,1:1,1:1,,0.817
47129,1:1,1:1,,0.789
47130,1:1,1:1,,0.812
47131,1:1,2:0,+,0.693
47132,2:0,2:0,,0.652
47133,2:0,2:0,,0.859
47134,2:0,1:1,+,0.609
47135,2:0,1:1,+,0.768
47136,2:0,1:1,+,0.649
47137,2:0,1:1,+,0.688
47138,2:0,1:1,+,0.687
47139,2:0,1:1,+,0.709
47140,2:0,1:1,+,0.677
47141,2:0,1:1,+,0.691
47142,2:0,1:1,+,0.712
47143,1:1,2:0,+,0.71
47144,1:1,2:0,+,0.701
47145,1:1,1:1,,0.595
47146,1:1,1:1,,0.836
47147,1:1,1:1,,0.814
47148,1:1,1:1,,0.787
47149,1:1,1:1,,0.808
47150,1:1,2:0,+,0.71
47151,2:0,2:0,,0.653
47152,2:0,2:0,,0.87
47153,2:0,1:1,+,0.636
47154,2:0,1:1,+,0.661
47155,2:0,1:1,+,0.66
47156,2:0,1:1,+,0.683
47157,2:0,1:1,+,0.683
47158,2:0,1:1,+,0.701
47159,2:0,1:1,+,0.679
47160,2:0,1:1,+,0.731
47161,2:0,1:1,+,0.694
47162,1:1,2:0,+,0.731
47163,1:1,1:1,,0.791
47164,1:1,1:1,,0.843
47165,1:1,1:1,,0.812
47166,1:1,1:1,,0.782
47167,1:1,1:1,,0.806
47168,1:1,2:0,+,0.726
47169,2:0,2:0,,0.653
47170,2:0,2:0,,0.885
47171,2:0,2:0,,0.894
47172,2:0,2:0,,0.872
47173,2:0,1:1,+,0.567
47174,2:0,1:1,+,0.778
47175,2:0,1:1,+,0.642
47176,2:0,1:1,+,0.676
47177,2:0,1:1,+,0.696
47178,2:0,1:1,+,0.696
47179,2:0,1:1,+,0.655
47180,2:0,1:1,+,0.697
47181,2:0,1:1,+,0.682
47182,1:1,2:0,+,0.735
47183,1:1,2:0,+,0.78
47184,1:1,1:1,,0.613
47185,1:1,1:1,,0.837
47186,1:1,1:1,,0.811
47187,1:1,1:1,,0.776
47188,1:1,1:1,,0.804
47189,1:1,2:0,+,0.715
47190,2:0,2:0,,0.653
47191,2:0,1:1,+,0.625
47192,2:0,1:1,+,0.831
47193,2:0,1:1,+,0.652
47194,2:0,1:1,+,0.671
47195,2:0,1:1,+,0.673
47196,2:0,1:1,+,0.691
47197,2:0,1:1,+,0.659
47198,2:0,1:1,+,0.836
47199,1:1,2:0,+,0.724
47200,1:1,1:1,,0.717
47201,1:1,1:1,,0.844
47202,1:1,1:1,,0.809
47203,1:1,1:1,,0.785
47204,1:1,1:1,,0.8
47205,1:1,2:0,+,0.719
47206,2:0,2:0,,0.652
47207,2:0,1:1,+,0.564
47208,2:0,1:1,+,0.84
47209,2:0,1:1,+,0.646
47210,2:0,1:1,+,0.667
47211,2:0,1:1,+,0.688
47212,2:0,1:1,+,0.684
47213,2:0,1:1,+,0.654
47214,2:0,1:1,+,0.837
47215,1:1,2:0,+,0.728
47216,1:1,2:0,+,0.796
47217,1:1,1:1,,0.656
47218,1:1,1:1,,0.838
47219,1:1,1:1,,0.805
47220,1:1,1:1,,0.766
47221,1:1,1:1,,0.797
47222,1:1,2:0,+,0.726
47223,2:0,2:0,,0.653
47224,2:0,1:1,+,0.609
47225,2:0,1:1,+,0.833
47226,2:0,1:1,+,0.643
47227,2:0,1:1,+,0.662
47228,2:0,1:1,+,0.683
47229,2:0,1:1,+,0.701
47230,2:0,1:1,+,0.653
47231,2:0,1:1,+,0.68
47232,2:0,1:1,+,0.681
47233,1:1,2:0,+,0.743
47234,1:1,2:0,+,0.698
47235,1:1,1:1,,0.684
47236,1:1,1:1,,0.772
47237,1:1,1:1,,0.802
47238,1:1,1:1,,0.762
47239,1:1,1:1,,0.791
47240,1:1,2:0,+,0.732
47241,2:0,1:1,+,0.845
47242,2:0,1:1,+,0.843
47243,2:0,1:1,+,0.64
